Tweet,Sentiment
Löfven skapar ett sår som blir svårt att läka  <URL>,-1
<ID> Nej min moster,0
Ser med spänning fram emot fortsättningen på det här projektet. Kan innebära både fler och större arrangemang till K… <URL>,1
Kan inte Axe skicka in lite kulor så Liverpool kan värva lite dudes? <URL>,0
Följ med mig in på Hall  <URL>,0
 <ID> Tycker du? Det jag till leda har hört är "fler polisANSTÄLLDA" än någonsin" " mer $ än någonsin tillförs...… <URL>,0
<ID> Ja verkligen Skulle dock önska en större samsyn generellt i Sverige gällande disciplinfrågor  <ID>,1
Räddaren i nöden när någon håller för nyckelhålet och ens vän kommer springande till ens dörr  <ID>,1
<ID>  <ID> höja arbetsgivaravgiften med runt 3 enheter till runt 34 skulle inbringa lika mycket som hela inkomstskatten,0
Svårt att upprätthålla pressetik i det nya medielandskapet. <URL>,-1
<ID> Samma vid planering ibland. Vi har egna klassrum nu så sitter ofta i mitt. Ibland ökar dock kreativiteten av sorlet,0
|@SkandiaSE Arbetsgivare anställer hellre någon ny än lägger pengar på rehabilitering. Alla är utbytbara då enbart människans produktion är det som räknas. Människans värde som människa är inte längre relevant, därav alla ökande sjukskrivningar.                                                                                                                                                                                                                                                                |,0
| Ännu en fighter har åkt fast i USADA:s dopningskontroller. Denna gång är det Antonio Rogerio Nogueira, aka Lil Nog. <URL>|,0
<ID> Även dagens Arsenal drar så jävla mycket mer tittare än Bilbao - Hertha.,0
Är det så att filmdistributörerna har den långsammaste digitaliseringen av alla? <URL>,1
<ID> Faller bankerna riskerar hela samhället att falla. Någon måste ta smällen… <URL>,-1
Hur kan det komma sig att poliser slutar när man har en arbetsgivare som stöttar i alla lägen  <HASCHTAG>  <HASCHTAG>  <URL>,-1
Krossa Gården! <HASCHTAG> <URL>,0
| <ID> Äsch, det är bara att lära dig alla mönster. Dom spelen bygger ju på sådant :)|,0
Tack till Linnea för den fina recensionen av  <HASCHTAG> Inspireras här  <URL>  <HASCHTAG>  <HASCHTAG>,1
|Snart kommer åskan in över stora delar av Sverige. Visste du att robotgräsklippare är ett av de vanligaste föremålen som skadas vid åska, om du bor i villa? 

Så här skyddar du både dig själv och dina saker när åskan går.
https://t.co/7UaPV1YvEN https://t.co/S4gkHlMLAu                                                                                                                                                                                                                                       |,0
Sol och hav e allt jag behöver i livet,1
Inför beskattning av tomma hus  <URL>,0
<ID> Det tycker jag (själv har jag dock struntat i det) :-),0
Tenta imorgon o mitt rödtjut tog slut ikväll,-1
<ID> blir nervigt mot slutet -14 räcker.,0
Det såg mörkt ut ett tag men det blev helg även den här veckan,1
Skulle behöva tvätta o städa lite Men har verkligen ingen ork   vill typ gå å sova igen,-1
Förtroendeingivande o hoppfullt att lyssna till reflekterande o klok ordförande för SKL  <ID> ang vinster i välfärden  <HASCHTAG>,1
Satans norskan sabbar ju en svensk medalj?!,-1
<ID> Personligen upplever jag nog att Röglespelare står för en tripp som känns klarare i efterföljande PP Dock  <URL>,0
<ID> för i de första två är han såååå sympatisk och go   <ID>,1
<ID> Jag har just gjort en shepherds pie,0
<ID> Eller kanske användas,0
| <ID> Ja, jag förstår , men detta är det nya Sverige, inte det gamla som var för svenskar. Jag .. ä… <URL>|,-1
<ID> Märkte ingen skillnad,0
<ID> Tack! Ska bli så spännande!,1
@trygghansa Och att sen i er digitala chat glatt få meddelandet att ni kan sälja en försäkring på 20 sekunder (samtidigt som ni inte kan hjälpa mig som redan har en) kändes lite som en felprioritering från en redan betalande kund ;-)                                                                                                                                                                                                                                                                           ,-1
<ID> Nejbara inom oss Tänker såklart på dem ändå,0
<ID> Två steg. Första: positiva till ny sträckning för stambanor. Andra: Fundera på lämpligaste tekniken.,0
<ID> kvinnodagen idag? Vilket jävla trams,-1
<ID> Så stor kärlek till Jens efter hans text i bilagan,1
Nu har jag gormat i en mikrofon i en timme och är helt slut. Måste kanske skaffa bättre andningsteknik eller nåt,0
